fecha;hora;centenario;cordoba;la_boca;palermo
29/3/2013 00:00;13;17;13;14;s/d
29/3/2013 00:00;9;17;13;16;s/d
1/5/2013 00:00;11;27;22;24;s/d
23/11/2014 00:00;10;18;s/d;s/d;s/d
23/11/2014 00:00;11;18;s/d;s/d;s/d
23/11/2014 00:00;12;19;s/d;s/d;s/d
23/11/2014 00:00;8;18;s/d;s/d;s/d
23/11/2014 00:00;14;20;s/d;s/d;s/d
23/11/2014 00:00;15;20;s/d;s/d;s/d
24/11/2014 00:00;4;16;s/d;s/d;s/d
24/11/2014 00:00;3;17;s/d;s/d;s/d
29/11/2014 00:00;6;20;s/d;s/d;s/d
29/11/2014 00:00;7;20;s/d;s/d;s/d
29/11/2014 00:00;8;20;s/d;s/d;s/d
29/11/2014 00:00;9;20;s/d;s/d;s/d
29/11/2014 00:00;5;20;s/d;s/d;s/d
29/11/2014 00:00;1;18;s/d;s/d;s/d
13/9/2010 00:00;5;s/d;s/d;s/d;s/d
28/9/2010 00:00;5;s/d;s/d;s/d;s/d
10/10/2010 00:00;11;s/d;s/d;s/d;s/d
11/10/2010 00:00;11;s/d;s/d;s/d;s/d
16/1/2011 00:00;7;46;s/d;s/d;s/d
27/9/2011 00:00;6;92;87;79;s/d
27/11/2011 00:00;10;108;130;125;s/d
27/11/2011 00:00;11;102;122;119;s/d
27/11/2011 00:00;12;97;116;113;s/d
8/12/2011 00:00;11;20;18;17;s/d
8/12/2011 00:00;10;21;19;17;s/d
8/12/2011 00:00;9;22;19;17;s/d
9/12/2011 00:00;9;20;19;21;s/d
9/12/2011 00:00;16;19;18;21;s/d
10/12/2011 00:00;12;25;22;31;s/d
10/12/2011 00:00;16;26;23;31;s/d
11/12/2011 00:00;7;24;23;34;s/d
24/12/2011 00:00;24;20;17;14;s/d
25/12/2011 00:00;18;16;34;10;s/d
25/12/2011 00:00;6;20;38;13;s/d
26/12/2011 00:00;6;14;12;12;s/d
14/1/2012 00:00;9;23;17;21;s/d
14/1/2012 00:00;10;24;17;21;s/d
14/1/2012 00:00;16;23;18;18;s/d
28/1/2012 00:00;15;24;19;20;s/d
5/2/2012 00:00;19;37;30;36;s/d
5/2/2012 00:00;15;40;31;38;s/d
12/2/2012 00:00;16;34;25;24;s/d
12/2/2012 00:00;17;34;24;23;s/d
12/2/2012 00:00;12;34;27;25;s/d
18/2/2012 00:00;6;27;22;21;s/d
25/2/2012 00:00;8;34;20;22;s/d
